RPM,Time,count,Final
12,77.176,4385,
11.7,77.1936,4386,
12.2,77.2112,4387,
12.1,77.2288,4388,
11.8,77.2464,4389,
12,77.264,4390,
11.5,77.2816,4391,
11.1,77.2992,4392,
11.4,77.3168,4393,
11.3,77.3344,4394,
11.4,77.352,4395,
11.5,77.3696,4396,
11.5,77.3872,4397,
10.6,77.4048,4398,
10.5,77.4224,4399,
10.7,77.44,4400,
10.6,77.4576,4401,
11.2,77.4752,4402,
11.2,77.4928,4403,
10.5,77.5104,4404,
10.5,77.528,4405,
10.4,77.5456,4406,
10.8,77.5632,4407,
10.2,77.5808,4408,
10.1,77.5984,4409,
11,77.616,4410,
10.7,77.6336,4411,
9.9,77.6512,4412,
10.3,77.6688,4413,
10.2,77.6864,4414,
10.2,77.704,4415,
9.3,77.7216,4416,
9.8,77.7392,4417,
10.6,77.7568,4418,
10.2,77.7744,4419,
10.2,77.792,4420,
9.8,77.8096,4421,
10.3,77.8272,4422,
10,77.8448,4423,
9.3,77.8624,4424,
9.7,77.88,4425,
9.7,77.8976,4426,
10.1,77.9152,4427,
9.8,77.9328,4428,
9.9,77.9504,4429,
9.9,77.968,4430,
9.5,77.9856,4431,
9.1,78.0032,4432,
9.2,78.0208,4433,
9.2,78.0384,4434,
9.2,78.056,4435,
8.9,78.0736,4436,
9.2,78.0912,4437,
9.4,78.1088,4438,
8.8,78.1264,4439,
8.6,78.144,4440,
8.8,78.1616,4441,
8.7,78.1792,4442,
8.3,78.1968,4443,
8.3,78.2144,4444,
8.9,78.232,4445,
9.1,78.2496,4446,
9.1,78.2672,4447,
8.4,78.2848,4448,
8.2,78.3024,4449,
8.6,78.32,4450,
8.2,78.3376,4451,
7.6,78.3552,4452,
7.7,78.3728,4453,
7.7,78.3904,4454,
7.8,78.408,4455,
7.8,78.4256,4456,
7.8,78.4432,4457,
7.8,78.4608,4458,
7.6,78.4784,4459,
7.7,78.496,4460,
8,78.5136,4461,
7.4,78.5312,4462,
6.6,78.5488,4463,
6.7,78.5664,4464,
7.2,78.584,4465,
7.3,78.6016,4466,
7.1,78.6192,4467,
7.3,78.6368,4468,
7.3,78.6544,4469,
7.4,78.672,4470,
7.5,78.6896,4471,
7.4,78.7072,4472,
7.2,78.7248,4473,
7,78.7424,4474,
6.9,78.76,4475,
7,78.7776,4476,
7,78.7952,4477,
7.2,78.8128,4478,
7.2,78.8304,4479,
7.2,78.848,4480,
7.4,78.8656,4481,
7.3,78.8832,4482,
7.2,78.9008,4483,
7.2,78.9184,4484,
7.2,78.936,4485,
6.9,78.9536,4486,
6.8,78.9712,4487,
6.6,78.9888,4488,
6.6,79.0064,4489,
6.8,79.024,4490,
7.2,79.0416,4491,
7.2,79.0592,4492,
6.9,79.0768,4493,
6.8,79.0944,4494,
6.8,79.112,4495,
6.7,79.1296,4496,
6.7,79.1472,4497,
6.6,79.1648,4498,
6.1,79.1824,4499,
6.3,79.2,4500,
6.3,79.2176,4501,
6.4,79.2352,4502,
6.6,79.2528,4503,
6.2,79.2704,4504,
6.2,79.288,4505,
6.1,79.3056,4506,
6,79.3232,4507,
6,79.3408,4508,
6,79.3584,4509,
5.7,79.376,4510,
5.6,79.3936,4511,
5.4,79.4112,4512,
5.2,79.4288,4513,
5.4,79.4464,4514,
5.2,79.464,4515,
5.1,79.4816,4516,
5,79.4992,4517,
5,79.5168,4518,
4.6,79.5344,4519,
4.6,79.552,4520,
4.7,79.5696,4521,
4.7,79.5872,4522,
4.8,79.6048,4523,
4.7,79.6224,4524,
4.3,79.64,4525,
4.3,79.6576,4526,
4.5,79.6752,4527,
4.1,79.6928,4528,
3.8,79.7104,4529,
4.2,79.728,4530,
4.2,79.7456,4531,
4.2,79.7632,4532,
4.3,79.7808,4533,
3.9,79.7984,4534,
3.8,79.816,4535,
3.7,79.8336,4536,
3.5,79.8512,4537,
3.6,79.8688,4538,
3.6,79.8864,4539,
3,79.904,4540,
2.8,79.9216,4541,
3.5,79.9392,4542,
3.8,79.9568,4543,
2.8,79.9744,4544,
2.3,79.992,4545,
2.6,80.0096,4546,
2.5,80.0272,4547,
2.2,80.0448,4548,
2.1,80.0624,4549,
2.1,80.08,4550,
2.1,80.0976,4551,
2.7,80.1152,4552,
3,80.1328,4553,
2.7,80.1504,4554,
2.4,80.168,4555,
2.2,80.1856,4556,
1.8,80.2032,4557,
2.4,80.2208,4558,
3.3,80.2384,4559,
3.3,80.256,4560,
3.2,80.2736,4561,
2.9,80.2912,4562,
2.5,80.3088,4563,
1.8,80.3264,4564,
2.2,80.344,4565,
2.5,80.3616,4566,
2.5,80.3792,4567,
2.9,80.3968,4568,
2.9,80.4144,4569,
2.9,80.432,4570,
2.6,80.4496,4571,
2.4,80.4672,4572,
2.4,80.4848,4573,
2.9,80.5024,4574,
2.7,80.52,4575,
2.7,80.5376,4576,
3,80.5552,4577,
2.8,80.5728,4578,
2.4,80.5904,4579,
2.7,80.608,4580,
2.7,80.6256,4581,
2.6,80.6432,4582,
2.5,80.6608,4583,
2.4,80.6784,4584,
2.1,80.696,4585,
2.3,80.7136,4586,
2.2,80.7312,4587,
1.6,80.7488,4588,
1.4,80.7664,4589,
1.4,80.784,4590,
1.1,80.8016,4591,
1.1,80.8192,4592,
1.7,80.8368,4593,
1.8,80.8544,4594,
0.7,80.872,4595,
0.5,80.8896,4596,
1.4,80.9072,4597,
1.5,80.9248,4598,
1.4,80.9424,4599,
1.2,80.96,4600,
1.2,80.9776,4601,
1.5,80.9952,4602,
1.7,81.0128,4603,
1.3,81.0304,4604,
1,81.048,4605,
1.4,81.0656,4606,
1.4,81.0832,4607,
1.5,81.1008,4608,
0.7,81.1184,4609,
0.2,81.136,4610,
1.1,81.1536,4611,
1.1,81.1712,4612,
1.3,81.1888,4613,
1.1,81.2064,4614,
1.3,81.224,4615,
0.8,81.2416,4616,
0.8,81.2592,4617,
0.9,81.2768,4618,
1,81.2944,4619,
1.2,81.312,4620,
0.5,81.3296,4621,
0.5,81.3472,4622,
0.3,81.3648,4623,
1.3,81.3824,4624,
1.3,81.4,4625,
0.8,81.4176,4626,
0.9,81.4352,4627,
0.5,81.4528,4628,
0,81.4704,4629,
0.3,81.488,4630,
0.3,81.5056,4631,
0.9,81.5232,4632,
1.4,81.5408,4633,
0.9,81.5584,4634,
0.9,81.576,4635,
1.2,81.5936,4636,
0.3,81.6112,4637,
0.3,81.6288,4638,
1.3,81.6464,4639,
0.9,81.664,4640,
0.1,81.6816,4641,
1.1,81.6992,4642,
1.1,81.7168,4643,
1.5,81.7344,4644,
1.5,81.752,4645,
0,81.7696,4646,
0.2,81.7872,4647,
0.7,81.8048,4648,
1.4,81.8224,4649,
1,81.84,4650,
0.5,81.8576,4651,
1.1,81.8752,4652,
1.1,81.8928,4653,
0.7,81.9104,4654,
0.1,81.928,4655,
0,81.9456,4656,
0.2,81.9632,4657,
0,81.9808,4658,
0.2,81.9984,4659,
0.6,82.016,4660,
1,82.0336,4661,
0.7,82.0512,4662,
0.7,82.0688,4663,
0.3,82.0864,4664,
1,82.104,4665,
1.1,82.1216,4666,
0.2,82.1392,4667,
0,82.1568,4668,
0.6,82.1744,4669,
1.1,82.192,4670,
0.7,82.2096,4671,
0,82.2272,4672,
0,82.2448,4673,
0.9,82.2624,4674,
0.9,82.28,4675,
1.1,82.2976,4676,
0.2,82.3152,4677,
0.2,82.3328,4678,
0.2,82.3504,4679,
0,82.368,4680,
0,82.3856,4681,
0.1,82.4032,4682,
0.1,82.4208,4683,
0.1,82.4384,4684,
0,82.456,4685,
0,82.4736,4686,
0.1,82.4912,4687,
0,82.5088,4688,
0,82.5264,4689,
0,82.544,4690,
0,82.5616,4691,
0,82.5792,4692,
0,82.5968,4693,
0,82.6144,4694,
0,82.632,4695,
0,82.6496,4696,
0,82.6672,4697,
0,82.6848,4698,
0,82.7024,4699,
0,82.72,4700,
0,82.7376,4701,
0,82.7552,4702,
0,82.7728,4703,
0,82.7904,4704,
0,82.808,4705,
0,82.8256,4706,
0,82.8432,4707,
0,82.8608,4708,
0,82.8784,4709,
0,82.896,4710,
0,82.9136,4711,
0,82.9312,4712,
0,82.9488,4713,
0,82.9664,4714,
0,82.984,4715,
0,83.0016,4716,
0,83.0192,4717,
0,83.0368,4718,
0,83.0544,4719,
0,83.072,4720,
0,83.0896,4721,
0,83.1072,4722,
0,83.1248,4723,
0,83.1424,4724,
0,83.16,4725,
0,83.1776,4726,
0,83.1952,4727,
0,83.2128,4728,
0,83.2304,4729,
0,83.248,4730,
0,83.2656,4731,
0,83.2832,4732,
0,83.3008,4733,
0,83.3184,4734,
0,83.336,4735,
0,83.3536,4736,
0,83.3712,4737,
0,83.3888,4738,
0,83.4064,4739,
0,83.424,4740,
0,83.4416,4741,
0,83.4592,4742,
0,83.4768,4743,
0,83.4944,4744,
0,83.512,4745,
0,83.5296,4746,
0,83.5472,4747,
0,83.5648,4748,
0,83.5824,4749,
0,83.6,4750,
0,83.6176,4751,
0,83.6352,4752,
0,83.6528,4753,
0,83.6704,4754,
0,83.688,4755,
0,83.7056,4756,
0,83.7232,4757,
0,83.7408,4758,
0,83.7584,4759,
0,83.776,4760,
0,83.7936,4761,
0,83.8112,4762,
0,83.8288,4763,
0,83.8464,4764,
0,83.864,4765,
0,83.8816,4766,
0,83.8992,4767,
0,83.9168,4768,
0,83.9344,4769,
0,83.952,4770,
0,83.9696,4771,
0,83.9872,4772,
0,84.0048,4773,
0,84.0224,4774,
0,84.04,4775,
0,84.0576,4776,
0,84.0752,4777,
0,84.0928,4778,
0,84.1104,4779,
0,84.128,4780,
0,84.1456,4781,
0,84.1632,4782,
0,84.1808,4783,
0,84.1984,4784,
0,84.216,4785,
0,84.2336,4786,
0,84.2512,4787,
0,84.2688,4788,
0,84.2864,4789,
0,84.304,4790,
0,84.3216,4791,
0,84.3392,4792,
0,84.3568,4793,
0,84.3744,4794,
0,84.392,4795,
0,84.4096,4796,
0,84.4272,4797,
0,84.4448,4798,
0,84.4624,4799,
0,84.48,4800,
0,84.4976,4801,
0,84.5152,4802,
0,84.5328,4803,
0,84.5504,4804,
0,84.568,4805,
0,84.5856,4806,
0,84.6032,4807,
0,84.6208,4808,
0,84.6384,4809,
0,84.656,4810,
0,84.6736,4811,
0,84.6912,4812,
0,84.7088,4813,
0,84.7264,4814,
0,84.744,4815,
0,84.7616,4816,
0,84.7792,4817,
0,84.7968,4818,
0,84.8144,4819,
0,84.832,4820,
0,84.8496,4821,
0,84.8672,4822,
0,84.8848,4823,
0,84.9024,4824,
0,84.92,4825,
0,84.9376,4826,
0,84.9552,4827,
0,84.9728,4828,
0,84.9904,4829,
0,85.008,4830,
0,85.0256,4831,
0,85.0432,4832,
0,85.0608,4833,
0,85.0784,4834,
0,85.096,4835,
0,85.1136,4836,
0,85.1312,4837,
0,85.1488,4838,
0,85.1664,4839,
0,85.184,4840,
0,85.2016,4841,
0,85.2192,4842,
0,85.2368,4843,
0,85.2544,4844,
0,85.272,4845,
0,85.2896,4846,
0,85.3072,4847,
0,85.3248,4848,
0,85.3424,4849,
0,85.36,4850,
0,85.3776,4851,
0,85.3952,4852,
0,85.4128,4853,
0,85.4304,4854,
0,85.448,4855,
0,85.4656,4856,
0,85.4832,4857,
0,85.5008,4858,
0,85.5184,4859,
0,85.536,4860,
0,85.5536,4861,
0,85.5712,4862,
0,85.5888,4863,
0,85.6064,4864,
0,85.624,4865,
0,85.6416,4866,
0,85.6592,4867,
0,85.6768,4868,
0,85.6944,4869,
0,85.712,4870,
0,85.7296,4871,
0,85.7472,4872,
0,85.7648,4873,
0,85.7824,4874,
0,85.8,4875,
0,85.8176,4876,
0,85.8352,4877,
0,85.8528,4878,
0,85.8704,4879,
0,85.888,4880,
0,85.9056,4881,
0,85.9232,4882,
0,85.9408,4883,
0,85.9584,4884,
0,85.976,4885,
0,85.9936,4886,
0,86.0112,4887,
0,86.0288,4888,
0,86.0464,4889,
0,86.064,4890,
0,86.0816,4891,
0,86.0992,4892,
0,86.1168,4893,
0,86.1344,4894,
0,86.152,4895,
0,86.1696,4896,
0,86.1872,4897,
0,86.2048,4898,
0,86.2224,4899,
0,86.24,4900,
0,86.2576,4901,
0,86.2752,4902,
0,86.2928,4903,
0,86.3104,4904,
0,86.328,4905,
0,86.3456,4906,
0,86.3632,4907,
0,86.3808,4908,
0,86.3984,4909,
0,86.416,4910,
0,86.4336,4911,
0,86.4512,4912,
0,86.4688,4913,
0,86.4864,4914,
0,86.504,4915,
0,86.5216,4916,
0,86.5392,4917,
0,86.5568,4918,
0,86.5744,4919,
0,86.592,4920,
0,86.6096,4921,
0,86.6272,4922,
0,86.6448,4923,
0,86.6624,4924,
0,86.68,4925,
0,86.6976,4926,
0,86.7152,4927,
0,86.7328,4928,
0,86.7504,4929,
0,86.768,4930,
0,86.7856,4931,
0,86.8032,4932,
0,86.8208,4933,
0,86.8384,4934,
0,86.856,4935,
0,86.8736,4936,
0,86.8912,4937,
0,86.9088,4938,
0,86.9264,4939,
0,86.944,4940,
0,86.9616,4941,
0,86.9792,4942,
0,86.9968,4943,
0,87.0144,4944,
0,87.032,4945,
0,87.0496,4946,
0,87.0672,4947,
0,87.0848,4948,
0,87.1024,4949,
0,87.12,4950,
0,87.1376,4951,
0,87.1552,4952,
0,87.1728,4953,
0,87.1904,4954,
0,87.208,4955,
0,87.2256,4956,
0,87.2432,4957,
0,87.2608,4958,
0,87.2784,4959,
0,87.296,4960,
0,87.3136,4961,
0,87.3312,4962,
0,87.3488,4963,
0,87.3664,4964,
0,87.384,4965,
0,87.4016,4966,
0,87.4192,4967,
0,87.4368,4968,
0,87.4544,4969,
0,87.472,4970,
0,87.4896,4971,
0,87.5072,4972,
0,87.5248,4973,
0,87.5424,4974,
0,87.56,4975,
0,87.5776,4976,
0,87.5952,4977,
0,87.6128,4978,
0,87.6304,4979,
0,87.648,4980,
0,87.6656,4981,
0,87.6832,4982,
0,87.7008,4983,
0,87.7184,4984,
0,87.736,4985,
0,87.7536,4986,
0,87.7712,4987,
0,87.7888,4988,
0,87.8064,4989,
0,87.824,4990,
0,87.8416,4991,
0,87.8592,4992,
0,87.8768,4993,
0,87.8944,4994,
0,87.912,4995,
0,87.9296,4996,
0,87.9472,4997,
0,87.9648,4998,
0,87.9824,4999,
0,88,5000,
0,88.0176,5001,
0,88.0352,5002,
0,88.0528,5003,
0,88.0704,5004,
0,88.088,5005,
0,88.1056,5006,
0,88.1232,5007,
0,88.1408,5008,
0,88.1584,5009,
0,88.176,5010,
0,88.1936,5011,
0,88.2112,5012,
0,88.2288,5013,
0,88.2464,5014,
0,88.264,5015,
0,88.2816,5016,
0,88.2992,5017,
0,88.3168,5018,
0,88.3344,5019,
0,88.352,5020,
0,88.3696,5021,
0,88.3872,5022,
0,88.4048,5023,
0,88.4224,5024,
0,88.44,5025,
0,88.4576,5026,
0,88.4752,5027,
0,88.4928,5028,
0,88.5104,5029,
0,88.528,5030,
0,88.5456,5031,
0,88.5632,5032,
0,88.5808,5033,
0,88.5984,5034,
0,88.616,5035,
0,88.6336,5036,
0,88.6512,5037,
0,88.6688,5038,
0,88.6864,5039,
0,88.704,5040,
0,88.7216,5041,
0,88.7392,5042,
0,88.7568,5043,
0,88.7744,5044,
0,88.792,5045,
0,88.8096,5046,
0,88.8272,5047,
0,88.8448,5048,
0,88.8624,5049,
0,88.88,5050,
0,88.8976,5051,
0,88.9152,5052,
0,88.9328,5053,
0,88.9504,5054,
0,88.968,5055,
0,88.9856,5056,
0,89.0032,5057,
0,89.0208,5058,
0,89.0384,5059,
0,89.056,5060,
0,89.0736,5061,
0,89.0912,5062,
0,89.1088,5063,
0,89.1264,5064,
0,89.144,5065,
0,89.1616,5066,
0,89.1792,5067,
0,89.1968,5068,
0,89.2144,5069,
0,89.232,5070,
0,89.2496,5071,
0,89.2672,5072,
0,89.2848,5073,
0,89.3024,5074,
0,89.32,5075,
0,89.3376,5076,
0,89.3552,5077,
0,89.3728,5078,
0,89.3904,5079,
0,89.408,5080,
0,89.4256,5081,
0,89.4432,5082,
0,89.4608,5083,
0,89.4784,5084,
0,89.496,5085,
0,89.5136,5086,
0,89.5312,5087,
0,89.5488,5088,
0,89.5664,5089,
0,89.584,5090,
0,89.6016,5091,
0,89.6192,5092,
0,89.6368,5093,
0,89.6544,5094,
0,89.672,5095,
0,89.6896,5096,
0,89.7072,5097,
0,89.7248,5098,
0,89.7424,5099,
0,89.76,5100,
0,89.7776,5101,
0,89.7952,5102,
0.1,89.8128,5103,
0.1,89.8304,5104,
0.2,89.848,5105,
0.2,89.8656,5106,
0.1,89.8832,5107,
0.1,89.9008,5108,
0.1,89.9184,5109,
0.1,89.936,5110,
0.1,89.9536,5111,
0,89.9712,5112,
0,89.9888,5113,
0,90.0064,5114,
0,90.024,5115,
0,90.0416,5116,
0,90.0592,5117,
0,90.0768,5118,
0,90.0944,5119,
0,90.112,5120,
0,90.1296,5121,
0,90.1472,5122,
0,90.1648,5123,
0,90.1824,5124,
0,90.2,5125,
0,90.2176,5126,
0,90.2352,5127,
0,90.2528,5128,
0,90.2704,5129,
0,90.288,5130,
0,90.3056,5131,
0,90.3232,5132,
0,90.3408,5133,
0,90.3584,5134,
0,90.376,5135,
0,90.3936,5136,
0,90.4112,5137,
0,90.4288,5138,
0,90.4464,5139,
0,90.464,5140,
0,90.4816,5141,
0,90.4992,5142,
0,90.5168,5143,
0,90.5344,5144,
0,90.552,5145,
0,90.5696,5146,
0,90.5872,5147,
0,90.6048,5148,
0,90.6224,5149,
0,90.64,5150,
0,90.6576,5151,
0,90.6752,5152,
0,90.6928,5153,
0,90.7104,5154,
0,90.728,5155,
0,90.7456,5156,
0,90.7632,5157,
0,90.7808,5158,
0,90.7984,5159,
0,90.816,5160,
0,90.8336,5161,
0,90.8512,5162,
0,90.8688,5163,
0,90.8864,5164,
0,90.904,5165,
0,90.9216,5166,
0,90.9392,5167,
0,90.9568,5168,
0,90.9744,5169,
0,90.992,5170,
0,91.0096,5171,
0,91.0272,5172,
0,91.0448,5173,
0,91.0624,5174,
0,91.08,5175,
0,91.0976,5176,
0,91.1152,5177,
0,91.1328,5178,
0,91.1504,5179,
0,91.168,5180,
0,91.1856,5181,
0,91.2032,5182,
0,91.2208,5183,
0,91.2384,5184,
0,91.256,5185,
0,91.2736,5186,
0,91.2912,5187,
0,91.3088,5188,
0,91.3264,5189,
0,91.344,5190,
0,91.3616,5191,
0,91.3792,5192,
0,91.3968,5193,
0,91.4144,5194,
0,91.432,5195,
0,91.4496,5196,
0,91.4672,5197,
0,91.4848,5198,
0,91.5024,5199,
0,91.52,5200,
0,91.5376,5201,
0,91.5552,5202,
0,91.5728,5203,
0,91.5904,5204,
0,91.608,5205,
0,91.6256,5206,
0,91.6432,5207,
0,91.6608,5208,
0,91.6784,5209,
0,91.696,5210,
0,91.7136,5211,
0,91.7312,5212,
0,91.7488,5213,
0,91.7664,5214,
0,91.784,5215,
0,91.8016,5216,
0,91.8192,5217,
0,91.8368,5218,
0,91.8544,5219,
0,91.872,5220,
0,91.8896,5221,
0,91.9072,5222,
0,91.9248,5223,
0,91.9424,5224,
0,91.96,5225,
0,91.9776,5226,
0,91.9952,5227,
0,92.0128,5228,
0,92.0304,5229,
0,92.048,5230,
0,92.0656,5231,
0,92.0832,5232,
0,92.1008,5233,
0,92.1184,5234,
0,92.136,5235,
0,92.1536,5236,
0,92.1712,5237,
0,92.1888,5238,
0,92.2064,5239,
0,92.224,5240,
0,92.2416,5241,
0,92.2592,5242,
0,92.2768,5243,
0,92.2944,5244,
0,92.312,5245,
0,92.3296,5246,
0,92.3472,5247,
0,92.3648,5248,
0,92.3824,5249,
0,92.4,5250,
0,92.4176,5251,
0.1,92.4352,5252,
0.1,92.4528,5253,
0.5,92.4704,5254,
1.2,92.488,5255,
1.2,92.5056,5256,
1,92.5232,5257,
0.3,92.5408,5258,
0.9,92.5584,5259,
1.3,92.576,5260,
0.4,92.5936,5261,
0.2,92.6112,5262,
1,92.6288,5263,
0.9,92.6464,5264,
0.3,92.664,5265,
1,92.6816,5266,
1.1,92.6992,5267,
1.1,92.7168,5268,
0.2,92.7344,5269,
0.3,92.752,5270,
1.3,92.7696,5271,
1.2,92.7872,5272,
0.6,92.8048,5273,
0.9,92.8224,5274,
0.9,92.84,5275,
0.7,92.8576,5276,
0.1,92.8752,5277,
0.5,92.8928,5278,
1.3,92.9104,5279,
1.3,92.928,5280,
0.4,92.9456,5281,
1,92.9632,5282,
1.3,92.9808,5283,
1.3,92.9984,5284,
0.6,93.016,5285,
0.6,93.0336,5286,
1.1,93.0512,5287,
0.5,93.0688,5288,
0.5,93.0864,5289,
1.2,93.104,5290,
1.1,93.1216,5291,
0.6,93.1392,5292,
1.3,93.1568,5293,
1.3,93.1744,5294,
1.1,93.192,5295,
0.7,93.2096,5296,
0.4,93.2272,5297,
0.4,93.2448,5298,
1.1,93.2624,5299,
1.4,93.28,5300,
1.2,93.2976,5301,
1.1,93.3152,5302,
0.9,93.3328,5303,
1.1,93.3504,5304,
1,93.368,5305,
1.2,93.3856,5306,
1.1,93.4032,5307,
1.4,93.4208,5308,
1.4,93.4384,5309,
1.5,93.456,5310,
1.2,93.4736,5311,
0.8,93.4912,5312,
1.4,93.5088,5313,
1.4,93.5264,5314,
1.5,93.544,5315,
1.7,93.5616,5316,
1.4,93.5792,5317,
1.4,93.5968,5318,
1.4,93.6144,5319,
1.3,93.632,5320,
0.9,93.6496,5321,
0.9,93.6672,5322,
1.5,93.6848,5323,
1.8,93.7024,5324,
1.4,93.72,5325,
1.1,93.7376,5326,
1.1,93.7552,5327,
1.7,93.7728,5328,
1.3,93.7904,5329,
1.6,93.808,5330,
1.6,93.8256,5331,
1.6,93.8432,5332,
1.7,93.8608,5333,
2.1,93.8784,5334,
1.5,93.896,5335,
1.1,93.9136,5336,
1.9,93.9312,5337,
1.9,93.9488,5338,
1.6,93.9664,5339,
1.6,93.984,5340,
1.7,94.0016,5341,
1.8,94.0192,5342,
1.8,94.0368,5343,
1.8,94.0544,5344,
1.6,94.072,5345,
1.5,94.0896,5346,
1.8,94.1072,5347,
2.2,94.1248,5348,
2.5,94.1424,5349,
2.7,94.16,5350,
2.7,94.1776,5351,
3.3,94.1952,5352,
3.1,94.2128,5353,
2.2,94.2304,5354,
2.4,94.248,5355,
2.3,94.2656,5356,
2.6,94.2832,5357,
3.1,94.3008,5358,
3.1,94.3184,5359,
2.5,94.336,5360,
2.2,94.3536,5361,
2.2,94.3712,5362,
2.6,94.3888,5363,
2.5,94.4064,5364,
2.6,94.424,5365,
2.8,94.4416,5366,
2.4,94.4592,5367,
1.8,94.4768,5368,
2.4,94.4944,5369,
2.6,94.512,5370,
2.6,94.5296,5371,
2.6,94.5472,5372,
3.1,94.5648,5373,
2.6,94.5824,5374,
2.2,94.6,5375,
2.9,94.6176,5376,
2.9,94.6352,5377,
2.9,94.6528,5378,
3,94.6704,5379,
2.4,94.688,5380,
2,94.7056,5381,
2.5,94.7232,5382,
2.5,94.7408,5383,
2.8,94.7584,5384,
2.9,94.776,5385,
3.4,94.7936,5386,
2.8,94.8112,5387,
2.2,94.8288,5388,
2.7,94.8464,5389,
2.3,94.864,5390,
2.5,94.8816,5391,
3.1,94.8992,5392,
3.1,94.9168,5393,
2.5,94.9344,5394,
2.2,94.952,5395,
2.7,94.9696,5396,
2.7,94.9872,5397,
2.7,95.0048,5398,
2.5,95.0224,5399,
3,95.04,5400,
4,95.0576,5401,
4,95.0752,5402,
4.3,95.0928,5403,
4.2,95.1104,5404,
4.3,95.128,5405,
4.4,95.1456,5406,
4.3,95.1632,5407,
4.4,95.1808,5408,
5,95.1984,5409,
5.1,95.216,5410,
4.8,95.2336,5411,
4.8,95.2512,5412,
4.9,95.2688,5413,
4.9,95.2864,5414,
4.8,95.304,5415,
5.2,95.3216,5416,
5.6,95.3392,5417,
5.5,95.3568,5418,
5.7,95.3744,5419,
5.9,95.392,5420,
5.5,95.4096,5421,
5.6,95.4272,5422,
5.6,95.4448,5423,
6.1,95.4624,5424,
6.2,95.48,5425,
6.1,95.4976,5426,
6,95.5152,5427,
6.2,95.5328,5428,
6.5,95.5504,5429,
6.6,95.568,5430,
6.7,95.5856,5431,
6.7,95.6032,5432,
6.9,95.6208,5433,
6.9,95.6384,5434,
6.9,95.656,5435,
7.3,95.6736,5436,
7.3,95.6912,5437,
7.3,95.7088,5438,
7.3,95.7264,5439,
7.4,95.744,5440,
7.5,95.7616,5441,
7.8,95.7792,5442,
7.7,95.7968,5443,
7.7,95.8144,5444,
7.6,95.832,5445,
7.9,95.8496,5446,
8.6,95.8672,5447,
8.4,95.8848,5448,
7.9,95.9024,5449,
8.2,95.92,5450,
8.3,95.9376,5451,
8,95.9552,5452,
8,95.9728,5453,
8.4,95.9904,5454,
8.4,96.008,5455,
8.7,96.0256,5456,
8.5,96.0432,5457,
8.2,96.0608,5458,
8.4,96.0784,5459,
8.4,96.096,5460,
8,96.1136,5461,
8.1,96.1312,5462,
8.5,96.1488,5463,
8.8,96.1664,5464,
8.8,96.184,5465,
8.7,96.2016,5466,
8.5,96.2192,5467,
8.5,96.2368,5468,
8.9,96.2544,5469,
8.8,96.272,5470,
8.7,96.2896,5471,
8.7,96.3072,5472,
8.8,96.3248,5473,
9.2,96.3424,5474,
9.2,96.36,5475,
9.2,96.3776,5476,
8.9,96.3952,5477,
9,96.4128,5478,
9.4,96.4304,5479,
9.1,96.448,5480,
8.6,96.4656,5481,
9.3,96.4832,5482,
9.8,96.5008,5483,
9.6,96.5184,5484,
9.7,96.536,5485,
9.7,96.5536,5486,
10.2,96.5712,5487,
10.3,96.5888,5488,
9.9,96.6064,5489,
9.9,96.624,5490,
10.2,96.6416,5491,
10.2,96.6592,5492,
10.3,96.6768,5493,
10.5,96.6944,5494,
10.1,96.712,5495,
10.1,96.7296,5496,
10.2,96.7472,5497,
10.5,96.7648,5498,
10.3,96.7824,5499,
10.3,96.8,5500,
11.3,96.8176,5501,
10.8,96.8352,5502,
10,96.8528,5503,
10.9,96.8704,5504,
10.9,96.888,5505,
10.9,96.9056,5506,
10,96.9232,5507,
10.9,96.9408,5508,
11.8,96.9584,5509,
11.8,96.976,5510,
10.6,96.9936,5511,
10.7,97.0112,5512,
11.4,97.0288,5513,
10.8,97.0464,5514,
10.9,97.064,5515,
11.9,97.0816,5516,
11.9,97.0992,5517,
11.3,97.1168,5518,
11,97.1344,5519,
11.4,97.152,5520,
11.4,97.1696,5521,
11.5,97.1872,5522,
11.7,97.2048,5523,
11.7,97.2224,5524,
11.7,97.24,5525,
11.5,97.2576,5526,
11.5,97.2752,5527,
11.3,97.2928,5528,
11.7,97.3104,5529,
11.9,97.328,5530,
12,97.3456,5531,
12.3,97.3632,5532,
11.9,97.3808,5533,
11.8,97.3984,5534,
12.2,97.416,5535,
12.1,97.4336,5536,
12.6,97.4512,5537,
12.6,97.4688,5538,
12.6,97.4864,5539,
11.9,97.504,5540,
12.4,97.5216,5541,
12.2,97.5392,5542,
12.1,97.5568,5543,
13.3,97.5744,5544,
12.6,97.592,5545,
12.5,97.6096,5546,
12.5,97.6272,5547,
12.5,97.6448,5548,
13.1,97.6624,5549,
13.1,97.68,5550,
13.4,97.6976,5551,
12.5,97.7152,5552,
12.8,97.7328,5553,
12.8,97.7504,5554,
13.7,97.768,5555,
13.8,97.7856,5556,
13.8,97.8032,5557,
13.3,97.8208,5558,
13.6,97.8384,5559,
14,97.856,5560,
14.2,97.8736,5561,
14.2,97.8912,5562,
14.2,97.9088,5563,
13.7,97.9264,5564,
13.8,97.944,5565,
13.8,97.9616,5566,
14.1,97.9792,5567,
14.3,97.9968,5568,
14.3,98.0144,5569,
14.2,98.032,5570,
14.2,98.0496,5571,
14.1,98.0672,5572,
