Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message
117.5670627,,,,1704.308533,0,-0.0484375,-0.957617188,-0.031041548,0.020806226,0,-0.033045992,-46.00532557,0,0,0,0,0,0,-0.039101523,-0.250350652,0.020806226,0.0625,-0.034651246,0,1,1,0.15,0,0,0,0,
118.0632395,,,,1708.458858,0,-0.048144531,-0.956835938,-0.03097952,0.020934222,0,-0.027692911,-45.62772159,0,0,0,0,0,0,-0.039666342,-0.250493352,0.020934222,0.0625,-0.033791399,0,1,1,0.15,0,0,0,0,
118.55875,,,,1712.569413,0,-0.048046875,-0.957519531,-0.030959657,0.020801826,0,-0.027150801,-44.02926136,0,0,0,0,0,0,-0.039629894,-0.250321724,0.020801826,0.0625,-0.032813281,0,1,1,0.05,0,0,0,0,
119.1227417,,,,1717.264196,0,-0.04765625,-0.957421875,-0.030912933,0.020482785,0,-0.029809855,-43.26624034,0,0,0,0,0,0,-0.039582617,-0.249956477,0.020482785,0.0625,-0.032015442,0,1,1,0.2,0,0,0,0,
119.6587425,,,,1721.732096,0,-0.048339844,-0.958300781,-0.030974814,0.020614563,0,-0.041433032,-41.7921875,0,0,0,0,0,0,-0.038988271,-0.249783254,0.020614563,0.0625,-0.033259661,0,1,1,0.1,0,0,0,0,
120.1922505,,,,1726.185917,0,-0.047558594,-0.957226563,-0.03093107,0.020972326,0,-0.042890786,-51.37897159,0,0,0,0,0,0,-0.0395214,-0.250018686,0.020972326,0.0625,-0.034787612,0,1,1,0.1,0,0,0,0,
120.71322,,,,1730.530573,0,-0.047753906,-0.959277344,-0.030903717,0.020877973,0,-0.043924841,-49.75318182,0,0,0,0,0,0,-0.039556587,-0.249867726,0.020877973,0.0625,-0.036107821,0,1,1,0.05,0,0,0,0,
121.223102,,,,1734.779625,0,-0.048046875,-0.956347656,-0.030917463,0.020961948,0,-0.043319994,-50.6,0,0,0,0,0,0,-0.03928223,-0.249686917,0.020961948,0.0625,-0.03729954,0,1,1,0.1,0,0,0,0,
121.755546,,,,1739.211419,0,-0.047460938,-0.958007813,-0.030883265,0.021005361,0,-0.04171789,-50.3,0,0,0,0,0,0,-0.039513786,-0.249685741,0.021005361,0.0625,-0.03790721,0,1,1,0.05,0,0,0,0,
122.2650712,,,,1743.458448,0,-0.047070313,-0.957421875,-0.030867654,0.021087854,0,-0.042813134,-50.11209545,0,0,0,0,0,0,-0.039463709,-0.249529427,0.021087854,0.0625,-0.038605719,0,1,1,0.1,0,0,0,0,
122.8075737,,,,1747.969535,0,-0.047949219,-0.957617188,-0.030982668,0.02079725,0,-0.042825016,-50.97030511,0,0,0,0,0,0,-0.038939632,-0.249788065,0.02079725,0.0625,-0.039284374,0,1,1,0.05,0,0,0,0,
123.3852487,,,,1752.781156,0,-0.047851563,-0.956738281,-0.030948082,0.021063843,0,-0.043696703,-49.71529659,0,0,0,0,0,0,-0.039327009,-0.249940072,0.021063843,0.0625,-0.039989723,0,1,1,0.05,0,0,0,0,
123.8926873,,,,1757.037188,0,-0.047753906,-0.958007813,-0.031018847,0.020892679,0,-0.042942564,-51.65710682,0,0,0,0,0,0,-0.039017952,-0.250112595,0.020892679,0.0625,-0.040434762,0,1,1,0.1,0,0,0,0,
124.3756452,,,,1761.058531,0,-0.048046875,-0.957128906,-0.030924546,0.020911117,0,-0.042896291,-51.12019773,0,0,0,0,0,0,-0.039641717,-0.250094608,0.020911117,0.0625,-0.040774717,0,1,1,0.15,0,0,0,0,
124.888187,,,,1765.306421,0,-0.04765625,-0.956835938,-0.030858668,0.020733655,0,-0.043258851,-51.71605682,0,0,0,0,0,0,-0.039793322,-0.249797886,0.020733655,0.0625,-0.041146628,0,1,1,0,0,0,0,0,
125.4658215,,,,1770.12091,0,-0.047753906,-0.956835938,-0.030922901,0.020761335,0,-0.042086165,-50.05202841,0,0,0,0,0,0,-0.039309021,-0.249750717,0.020761335,0.0625,-0.041385049,0,1,1,0.15,0,0,0,0,
126.022343,,,,1774.756413,0,-0.04765625,-0.956640625,-0.030919478,0.021037645,0,-0.042964871,-51.31623864,0,0,0,0,0,0,-0.039412371,-0.249830769,0.021037645,0.0625,-0.041559394,0,1,1,0.1,0,0,0,0,
126.5640577,,,,1779.289596,0,-0.048242188,-0.957128906,-0.030984088,0.020728257,0,-0.041940849,-50.21621477,0,0,0,0,0,0,-0.039054259,-0.249912353,0.020728257,0.0625,-0.041709353,0,1,1,0.05,0,0,0,0,
127.0769232,,,,1783.554402,0,-0.047851563,-0.959082031,-0.030985534,0.020646305,0,-0.042706292,-50.99580909,0,0,0,0,0,0,-0.039361791,-0.250229729,0.020646305,0.0625,-0.04176483,0,1,1,0.05,0,0,0,0,
127.6323302,,,,1788.176585,0,-0.048339844,-0.957519531,-0.030987334,0.02084334,0,-0.043553393,-51.11630568,0,0,0,0,0,0,-0.039288224,-0.250168411,0.02084334,0.0625,-0.042090066,0,1,1,0.15,0,0,0,0,
128.1703387,,,,1792.657688,0,-0.04765625,-0.957128906,-0.030909867,0.021044939,0,-0.043208661,-50.94336477,0,0,0,0,0,0,-0.039572401,-0.249925394,0.021044939,0.0625,-0.042267899,0,1,1,0.15,0,0,0,0,
128.7537965,,,,1797.516883,0,-0.048632813,-0.957128906,-0.030979948,0.021124506,0,-0.043837536,-50.83397159,0,0,0,0,0,0,-0.039215375,-0.250045295,0.021124506,0.0625,-0.042492861,0,1,1,0.1,0,0,0,0,
129.3118827,,,,1802.165333,0,-0.048242188,-0.956835938,-0.031032872,0.021006608,0,-0.043359287,-50.1532125,0,0,0,0,0,0,-0.03880156,-0.249991647,0.021006608,0.0625,-0.042666076,0,1,1,0.05,0,0,0,0,
129.8757187,,,,1806.878102,0,-0.047167969,-0.957324219,-0.031009925,0.021283474,0,-0.042165616,-50.86978011,0,0,0,0,0,0,-0.039320671,-0.250354598,0.021283474,0.0625,-0.042612055,0,1,1,0.1,0,0,0,0,
130.3965922,,,,1811.232363,0,-0.048339844,-0.956445313,-0.030934506,0.020821448,0,-0.043533195,-50.38972841,0,0,0,0,0,0,-0.039633198,-0.25015387,0.020821448,0.0625,-0.042702852,0,1,1,0.15,0,0,0,0,
130.8995262,,,,1815.40514,0,-0.049121094,-0.958300781,-0.030842415,0.020744097,0,-0.043091379,-52.18384773,0,0,0,0,0,0,-0.040106953,-0.250000913,0.020744097,0.0625,-0.042772779,0,1,1,0.15,0,0,0,0,
131.452055,,,,1820.016067,0,-0.048046875,-0.9578125,-0.030880256,0.020803562,0,-0.04446337,-49.85329545,0,0,0,0,0,0,-0.040089922,-0.250241402,0.020803562,0.0625,-0.043000938,0,1,1,0.05,0,0,0,0,
132.0072482,,,,1824.629429,0,-0.047851563,-0.957714844,-0.030936187,0.020878408,0,-0.042131183,-50.99408523,0,0,0,0,0,0,-0.03964052,-0.250172629,0.020878408,0.0625,-0.042953071,0,1,1,0.1,0,0,0,0,
132.5368707,,,,1829.061206,0,-0.048046875,-0.957226563,-0.030941719,0.02073741,0,-0.042243165,-50.8,0,0,0,0,0,0,-0.03940976,-0.249979516,0.02073741,0.0625,-0.042810637,0,1,1,0.05,0,0,0,0,
133.0649925,,,,1833.45336,0,-0.047851563,-0.956738281,-0.030891855,0.02041671,0,-0.042698526,-51.3,0,0,0,0,0,0,-0.039630974,-0.24986139,0.02041671,0.0625,-0.04280313,0,1,1,0.15,0,0,0,0,
133.5992372,,,,1837.915675,0,-0.048046875,-0.957910156,-0.03091426,0.020510569,0,-0.04198324,-52.159725,0,0,0,0,0,0,-0.039479117,-0.249862008,0.020510569,0.0625,-0.042668409,0,1,1,0.05,0,0,0,0,
134.095685,,,,1842.05521,0,-0.04765625,-0.957617188,-0.030937181,0.020851969,0,-0.04206263,-51.27079545,0,0,0,0,0,0,-0.03927217,-0.249811047,0.020851969,0.0625,-0.04256696,0,1,1,0.15,0,0,0,0,
134.6130465,,,,1846.35406,0,-0.047753906,-0.956933594,-0.030895774,0.020945334,0,-0.043295023,-50.89371023,0,0,0,0,0,0,-0.039700167,-0.249957252,0.020945334,0.0625,-0.042691639,0,1,1,0,0,0,0,0,
135.203958,,,,1851.278444,0,-0.048535156,-0.957910156,-0.031004747,0.020935482,0,-0.04220742,-50.51722727,0,0,0,0,0,0,-0.038920115,-0.249918801,0.020935482,0.0625,-0.042607679,0,1,1,0.05,0,0,0,0,
135.7268982,,,,1855.639744,0,-0.0484375,-0.957128906,-0.030928217,0.021009974,0,-0.041699422,-51.17109432,0,0,0,0,0,0,-0.039517987,-0.249995856,0.021009974,0.0625,-0.04249785,0,1,1,0.15,0,0,0,0,
136.2486657,,,,1859.990217,0,-0.0484375,-0.959375,-0.030982888,0.020616339,0,-0.041291913,-49.68102216,0,0,0,0,0,0,-0.039193166,-0.250043097,0.020616339,0.0625,-0.042350459,0,1,1,0.05,0,0,0,0,
136.7887565,,,,1864.479456,0,-0.048144531,-0.95703125,-0.03099577,0.021100224,0,-0.038454757,-51.6823125,0,0,0,0,0,0,-0.039212236,-0.250149832,0.021100224,0.0625,-0.041806503,0,1,1,0.15,0,0,0,0,
137.322657,,,,1868.946023,0,-0.047363281,-0.957226563,-0.030962449,0.020689142,0,-0.036877431,-48.04578409,0,0,0,0,0,0,-0.03920206,-0.249912892,0.020689142,0.0625,-0.041102431,0,1,1,0.15,0,0,0,0,
137.8331775,,,,1873.191163,0,-0.046972656,-0.957617188,-0.030964813,0.020877324,0,-0.035215852,-48.07083807,0,0,0,0,0,0,-0.039055861,-0.249782781,0.020877324,0.0625,-0.040306001,0,1,1,0.1,0,0,0,0,
138.3536005,,,,1877.534671,0,-0.047265625,-0.957324219,-0.031005544,0.020315423,0,-0.035134807,-46.80000852,0,0,0,0,0,0,-0.039151553,-0.250155663,0.020315423,0.0625,-0.039434946,0,1,1,0.1,0,0,0,0,
138.8765612,,,,1881.874875,0,-0.047167969,-0.956542969,-0.03092842,0.020516851,0,-0.033397714,-46.31411136,0,0,0,0,0,0,-0.03956577,-0.250045026,0.020516851,0.0625,-0.0386979,0,1,1,0.05,0,0,0,0,
139.4291095,,,,1886.490923,0,-0.048242188,-0.956542969,-0.030897025,0.020881319,0,-0.030186407,-44.91084943,0,0,0,0,0,0,-0.039898812,-0.250164407,0.020881319,0.0625,-0.037328461,0,1,1,0.25,0,0,0,0,
139.951583,,,,1890.845365,0,-0.048339844,-0.957324219,-0.03095523,0.020400206,0,-0.029797171,-44.19448864,0,0,0,0,0,0,-0.03959093,-0.250252635,0.020400206,0.0625,-0.036227829,0,1,1,0.05,0,0,0,0,
140.4840765,,,,1895.286415,0,-0.048339844,-0.95703125,-0.030963761,0.020721816,0,-0.028776546,-45.60498011,0,0,0,0,0,0,-0.039563552,-0.250283313,0.020721816,0.0625,-0.035115206,0,1,1,0,0,0,0,0,
140.9911623,,,,1899.513475,0,-0.047265625,-0.956640625,-0.03099903,0.02057304,0,-0.028824416,-44.11385057,0,0,0,0,0,0,-0.039150446,-0.25011023,0.02057304,0.0625,-0.034080715,0,1,1,0,0,0,0,0,
141.5235987,,,,1903.944244,0,-0.048144531,-0.957421875,-0.030936254,0.021115154,0,-0.029853388,-43.28864375,0,0,0,0,0,0,-0.03955349,-0.250086056,0.021115154,0.0625,-0.033503526,0,1,1,0.1,0,0,0,0,
142.0288005,,,,1908.171088,0,-0.048046875,-0.956738281,-0.030941896,0.020735329,0,-0.026493777,-44.02725284,0,0,0,0,0,0,-0.039321313,-0.249892276,0.020735329,0.0625,-0.032553122,0,1,1,0.15,0,0,0,0,
142.5444725,,,,1912.451863,0,-0.04765625,-0.956835938,-0.030973564,0.020689624,2.11E-05,-0.028643958,-43.31177557,0,0,0,0,0,0,-0.039257313,-0.25004379,0.020689624,0.0625,-0.031932713,0,1,1,0.15,0,0,0,0,
143.087389,,,,1916.957163,0,-0.047265625,-0.957324219,-0.03091454,0.02073591,1.93E-06,-0.029093845,-45.08611364,0,0,0,0,0,0,-0.039518119,-0.249902911,0.02073591,0.0625,-0.031554142,0,1,1,0.1,0,0,0,0,
143.7391762,,,,1922.391583,0,-0.047851563,-0.957421875,-0.030913841,0.020794934,3.37E-08,-0.026748449,-43.69986477,0,0,0,0,0,0,-0.039758993,-0.250139028,0.020794934,0.0625,-0.030633019,0,1,1,0.05,0,0,0,0,
144.2664325,,,,1926.815325,0,-0.047753906,-0.958886719,-0.030943374,0.02050226,1.01E-09,-0.030121275,-43.8,0,0,0,0,0,0,-0.039500785,-0.250081807,0.02050226,0.0625,-0.030436984,0,1,1,0.1,0,0,0,0,
144.7767593,,,,1931.056169,0,-0.047949219,-0.958007813,-0.030902072,0.020609611,4.50E-11,-0.028445426,-44.88566989,0,0,0,0,0,0,-0.039755992,-0.25005594,0.020609611,0.0625,-0.030235111,0,1,1,0.05,0,0,0,0,
145.292966,,,,1935.359673,0,-0.048046875,-0.957324219,-0.030905829,0.020444812,1.69E-12,-0.030159387,-44.31535227,0,0,0,0,0,0,-0.039636452,-0.249961963,0.020444812,0.0625,-0.030150358,0,1,1,0.05,0,0,0,0,
145.8116187,,,,1939.682563,0,-0.04765625,-0.956738281,-0.030837743,0.020638778,6.49E-14,-0.028304169,-45.22531875,0,0,0,0,0,0,-0.039746116,-0.249608276,0.020638778,0.0625,-0.029950222,0,1,1,0.2,0,0,0,0,
146.3341512,,,,1944.041163,0,-0.04765625,-0.956933594,-0.031019049,0.020488,2.47E-15,-0.028630363,-43.72020455,0,0,0,0,0,0,-0.038875012,-0.24997103,0.020488,0.0625,-0.029697834,0,1,1,0.05,0,0,0,0,
146.834109,,,,1948.205719,0,-0.048730469,-0.956933594,-0.031068297,0.020349691,1.07E-16,-0.027132339,-42.53057955,0,0,0,0,0,0,-0.038759051,-0.250190217,0.020349691,0.0625,-0.029418908,0,1,1,0.05,0,0,0,0,
147.3615092,,,,1952.587242,0,-0.04765625,-0.957519531,-0.031055796,0.020940455,4.14E-18,-0.027291956,-43.05609318,0,0,0,0,0,0,-0.0388706,-0.250216696,0.020940455,0.0625,-0.029018618,0,1,1,0,0,0,0,0,
147.9047287,,,,1957.12675,0,-0.048339844,-0.957128906,-0.030985247,0.020804895,1.32E-19,-0.027458554,-44.2,0,0,0,0,0,0,-0.039221719,-0.250087702,0.020804895,0.0625,-0.028849568,0,1,1,0.1,0,0,0,0,
148.4055202,,,,1961.301917,0,-0.048242188,-0.956933594,-0.030970998,0.020855516,5.60E-21,-0.024585439,-42.95273182,0,0,0,0,0,0,-0.03911284,-0.249881853,0.020855516,0.0625,-0.02823773,0,1,1,0.25,0,0,0,0,
148.9512212,,,,1965.831725,0,-0.047949219,-0.957226563,-0.030941605,0.020536629,2.07E-22,-0.027594632,-41.6,0,0,0.000433023,0,0,0,-0.039494375,-0.250063355,0.020536629,0.0625,-0.02803119,0,1,1,0.15,0,0,0,0,
149.4790462,,,,1970.250313,0,-0.047558594,-0.958007813,-0.030971914,0.020769157,6.75E-24,-0.034448159,-41.04895,0,0,0.000772952,0,0,0,-0.039567876,-0.250343121,0.020769157,0.0625,-0.028800092,0,1,1,0.05,0,0,0,0,
149.9867922,,,,1974.482321,0,-0.047265625,-0.956933594,-0.03096133,0.020992087,2.72E-25,-0.035325464,-49,0,0,0,0,0,0,-0.039198483,-0.249901704,0.020992087,0.0625,-0.029809085,0,1,1,0.15,0,0,0,0,
150.4686958,,,,1978.503858,0,-0.049121094,-0.9578125,-0.030919399,0.02050894,1.31E-26,-0.033636147,-47.24308636,0,0,0,0,0,0,-0.039504911,-0.249922771,0.02050894,0.0625,-0.030403643,0,1,1,0.1,0,0,0,0,
150.9538392,,,,1982.544521,0,-0.048144531,-0.956835938,-0.030897962,0.020755691,6.31E-28,-0.033053745,-45.55412273,0,0,0,0,0,0,-0.039806003,-0.250077977,0.020755691,0.0625,-0.03075585,0,1,1,0.15,0,0,0,0,
151.4362062,,,,1986.566115,0,-0.047753906,-0.957128906,-0.030977752,0.020699118,3.03E-29,-0.031884432,-47,0,0,0,0,0,0,-0.039441404,-0.250256383,0.020699118,0.0625,-0.031014136,0,1,1,0,0,0,0,0,
151.925832,,,,1990.639833,0,-0.048046875,-0.957324219,-0.030944432,0.020751039,1.47E-30,-0.028589089,-45.5,0,0,0,0,0,0,-0.039385292,-0.249973515,0.020751039,0.0625,-0.030672058,0,1,1,0.15,0,0,0,0,
152.4344237,,,,1994.87369,0,-0.048535156,-0.956640625,-0.030892291,0.020538597,6.19E-32,-0.027422313,-45.88595966,0,0,0,0,0,0,-0.039567723,-0.249801103,0.020538597,0.0625,-0.03025089,0,1,1,0,0,0,0,0,
152.9335307,,,,1998.897631,0,-0.048144531,-0.957714844,-0.030909456,0.020309607,2.57E-33,-0.025639229,-44.1,0,0,0,0,0,0,-0.039781778,-0.250131974,0.020309607,0.0625,-0.029572541,0,1,1,0.05,0,0,0,0,
153.4261202,,,,2000,0,-0.047949219,-0.9578125,-0.031000418,0.020479824,1.19E-34,-0.026422177,-41.1,0,0,0,0,0,0,-0.039214133,-0.250183362,0.020479824,0.0625,-0.029172174,0,1,1,0.15,0,0,0,0,
153.974878,,,,2000,0,-0.048046875,-0.956835938,-0.030980788,0.020797091,4.00E-36,-0.025599642,-44.9,0,0,0,0,0,0,-0.039450343,-0.25028598,0.020797091,0.0625,-0.028559289,0,1,1,0.05,0,0,0,0,
154.5543535,,,,2000,0,-0.048046875,-0.957421875,-0.030982317,0.020979619,1.21E-37,-0.026417252,-43.1502642,0,0,0,0,0,0,-0.039314951,-0.250160991,0.020979619,0.0625,-0.028215044,0,1,1,0.15,0,0,0,0,
155.1772175,,,,2000,0,-0.04765625,-0.956640625,-0.030929335,0.020845024,2.69E-39,-0.026269395,-42.92252841,0,0,0,0,0,0,-0.039517628,-0.250003112,0.020845024,0.0625,-0.027918114,0,1,1,0.05,0,0,0,0,
155.794214,,,,2000,0,-0.047558594,-0.957421875,-0.03100063,0.020870902,3.26E-05,-0.026050234,-42.66638636,0,0,0,0,0,0,-0.039386795,-0.250357462,0.020870902,0.0625,-0.027556126,0,1,1,0.15,0,0,0,0,
156.4001545,,,,2000,0,-0.046875,-0.958007813,-0.031002257,0.020691712,5.41E-06,-0.025936953,-41.43724148,0,0,0,0,0,0,-0.039280928,-0.250262672,0.020691712,0.0625,-0.027276328,0,1,1,0.1,0,0,0,0,
156.9485442,,,,2000,0,-0.047949219,-0.956933594,-0.030955639,0.020962164,1.53E-07,-0.026650402,-43.4,0,0,0,0,0,0,-0.03918964,-0.24985413,0.020962164,0.0625,-0.027177289,0,1,1,0.1,0,0,0,0,
157.5120492,,,,2000,0,-0.047851563,-0.95703125,-0.031017421,0.019841486,4.57E-09,-0.027300751,-42.2,0,0,0,0,0,0,-0.038848921,-0.249933856,0.019841486,0.0625,-0.0270901,0,1,1,0.1,0,0,0,0,
158.067117,,,,2000,0,-0.048046875,-0.95703125,-0.030975143,0.020582518,1.47E-10,-0.028446622,-43.4,0,0,0,0,0,0,-0.039480616,-0.250277836,0.020582518,0.0625,-0.027300991,0,1,1,0,0,0,0,0,
158.664334,,,,2000,0,-0.048046875,-0.956542969,-0.030944731,0.020685176,3.68E-12,-0.028866317,-44.1,0,0,0,0,0,0,-0.039761668,-0.250351925,0.020685176,0.0625,-0.027566623,0,1,1,0.05,0,0,0,0,
159.250243,,,,2000,0,-0.047753906,-0.957128906,-0.030951832,0.020835207,9.79E-14,-0.028406856,-43.1,0,0,0,0,0,0,-0.039460254,-0.250098834,0.020835207,0.0625,-0.027743488,0,1,1,0.1,0,0,0,0,
159.8729672,,,,2000,0,-0.048535156,-0.957910156,-0.031046885,0.020250802,1.84E-15,-0.030760968,-44.22347273,0,0,0,0,0,0,-0.039179663,-0.250465112,0.020250802,0.0625,-0.028195784,0,1,1,0.1,0,0,0,0,
160.4102117,,,,2000,0,-0.047851563,-0.957324219,-0.03093889,0.020717715,5.63E-17,-0.027684586,-43.62165739,0,0,0,0,0,0,-0.039387291,-0.249937794,0.020717715,0.0625,-0.028186164,0,1,1,0.1,0,0,0,0,
160.9780125,,,,2000,0,-0.048046875,-0.9578125,-0.030978187,0.020740636,1.76E-18,-0.028865854,-44.8,0,0,0,0,0,0,-0.039410451,-0.250228388,0.020740636,0.0625,-0.028276158,0,1,1,0.1,0,0,0,0,
161.5741027,,,,2000,0,-0.048242188,-0.956835938,-0.030964408,0.020529207,4.97E-20,-0.027805366,-43.7,0,0,0,0,0,0,-0.039537393,-0.250261559,0.020529207,0.0625,-0.028232437,0,1,1,0.05,0,0,0,0,
162.167451,,,,2000,0,-0.048632813,-0.957519531,-0.030990083,0.020525687,9.90E-22,-0.028784878,-44.21194318,0,0,0,0,0,0,-0.039495691,-0.250394584,0.020525687,0.0625,-0.028285011,0,1,1,0,0,0,0,0,
162.6950007,,,,2000,0,-0.048046875,-0.95703125,-0.031010355,0.020752395,3.63E-23,-0.026238901,-44.2,0,0,0,0,0,0,-0.039159691,-0.25019654,0.020752395,0.0625,-0.028026764,0,1,1,0.15,0,0,0,0,
163.2095715,,,,2000,0,-0.04765625,-0.957128906,-0.031072691,0.020709592,1.33E-24,-0.028103261,-43,0,0,0,0,0,0,-0.038770315,-0.250231387,0.020709592,0.0625,-0.027966748,0,1,1,0.1,0,0,0,0,
163.734293,,,,2000,0.000585938,-0.048242188,-0.957714844,-0.031039125,0.020718924,4.98E-26,-0.029179528,-44.37455114,0,0,0,0,0,0,-0.03907594,-0.250308582,0.020718924,0.0625,-0.028132594,0,1,1,0.1,0,0,0,0,
164.2851822,,,,2000,0,-0.047558594,-0.956640625,-0.030953254,0.020988571,1.77E-27,-0.030023235,-44.56146477,0,0,0,0,0,0,-0.039331058,-0.249979317,0.020988571,0.0625,-0.028399903,0,1,1,0.15,0,0,0,0,
164.8582635,,,,2000,0,-0.047949219,-0.957226563,-0.030886028,0.020521065,4.96E-29,-0.028508466,-45.09467898,0,0,0,0,0,0,-0.039901169,-0.25009193,0.020521065,0.0625,-0.028527501,0,1,1,0.15,0,0,0,0,
165.4544015,,,,2000,0,-0.047558594,-0.956640625,-0.030865956,0.020510961,1.22E-30,-0.027972886,-44.1818267,0,0,0,0,0,0,-0.040019817,-0.250073979,0.020510961,0.0625,-0.028354221,0,1,1,0.1,0,0,0,0,
166.0789087,,,,2000,0,-0.047558594,-0.956835938,-0.030995338,0.020424453,2.41E-32,-0.029889514,-43.43967386,0,0,0,0,0,0,-0.039087966,-0.250022619,0.020424453,0.0625,-0.028609907,0,1,1,0.1,0,0,0,0,
166.644466,,,,2000,0,-0.048144531,-0.957128906,-0.030862284,0.020785781,6.72E-34,-0.025737414,-44.879125,0,0,0,0,0,0,-0.039806812,-0.249835989,0.020785781,0.0625,-0.02835001,0,1,1,0.1,0,0,0,0,
167.2190402,,,,2000,0.000488281,-0.048632813,-0.95703125,-0.030898177,0.020419819,2.09E-35,-0.026684381,-42.39181705,0,0,0,0,0,0,-0.039704065,-0.249977502,0.020419819,0.0625,-0.027915863,0,1,1,0.1,0,0,0,0,
167.9106202,,,,2000,0,-0.047558594,-0.956738281,-0.030888796,0.020367027,2.86E-37,-0.026433756,-44,0,0,0,0,0,0,-0.04014682,-0.250356416,0.020367027,0.0625,-0.027802284,0,1,1,0.05,0,0,0,0,
168.560083,,,,2000,0,-0.047851563,-0.957324219,-0.030989833,0.020955957,4.52E-39,-0.026917925,-42.4,0,0,0,0,0,0,-0.039488019,-0.250385212,0.020955957,0.0625,-0.027545899,0,1,1,0.05,0,0,0,0,
169.1743497,,,,2000,0,-0.048046875,-0.956640625,-0.030933964,0.020790514,9.75E-41,-0.026533711,-43.79262386,0,0,0,0,0,0,-0.039488545,-0.250005524,0.020790514,0.0625,-0.027427329,0,1,1,0,0,0,0,0,
169.7693697,,,,2000,0,-0.04765625,-0.957128906,-0.031032705,0.020551181,2.32E-42,-0.027838641,-41.90523409,0,0,0,0,0,0,-0.039258899,-0.250447849,0.020551181,0.0625,-0.027445927,0,1,1,0.1,0,0,0,0,
170.3226037,,,,2000,0,-0.047851563,-0.957714844,-0.031007952,0.020279839,6.10E-44,-0.027308532,-44.18966761,0,0,0,0,0,0,-0.039438725,-0.250459223,0.020279839,0.0625,-0.027430415,0,1,1,0.15,0,0,0,0,
170.8192902,,,,2000,0,-0.047070313,-0.957128906,-0.030999586,0.020483502,2.79E-45,-0.02680907,-42.6,0,0,0,0,0,0,-0.039569763,-0.250533324,0.020483502,0.0625,-0.027342559,0,1,1,0.1,0,0,0,0,
171.3887137,,,,2000,0,-0.047851563,-0.956640625,-0.030999911,0.020857381,9.00E-47,-0.025815212,-42.59950966,0,0,0,0,0,0,-0.039253526,-0.2502193,0.020857381,0.0625,-0.027121354,0,1,1,0.15,0,0,0,0,
171.9499145,,,,2000,0,-0.047949219,-0.957519531,-0.031019155,0.020396945,2.26E-48,-0.028036609,-43.41184943,0,0,0,0,0,0,-0.039069332,-0.250166073,0.020396945,0.0625,-0.027234044,0,1,1,0.1,0,0,0,0,
172.4380817,,,,2000,0,-0.048339844,-0.956738281,-0.031023737,0.020572211,1.06E-49,-0.026928346,-43.3,0,0,0,0,0,0,-0.03913725,-0.250265173,0.020572211,0.0625,-0.027188764,0,1,1,0.05,0,0,0,0,
173.0135675,,,,2000,0,-0.048046875,-0.95859375,-0.030918157,0.02025987,3.47E-51,-0.027484414,-42.13163352,0,0,0,0,0,0,-0.039796787,-0.250206194,0.02025987,0.0625,-0.027210675,0,1,1,0.05,0,0,0,0,
173.6623065,,,,2000,-0.000488281,-0.045703125,-0.958789063,-0.030916697,0.020756747,6.42E-53,-0.027437255,-44.56469886,0,0,0,0,0,0,-0.039786706,-0.250186179,0.020756747,0.063671875,-0.027347153,0,1,1,0.1,0,0,0,0,
174.24206,,,,2000,0,-0.04765625,-0.956933594,-0.031022435,0.02075239,1.39E-54,-0.028853636,-41.9,0,0,0,0,0,0,-0.039111604,-0.250230665,0.02075239,0.062890625,-0.027486408,0,1,1,0.1,0,0,0,0,
174.8132095,,,,2000,0,-0.048144531,-0.956152344,-0.03104758,0.020862222,4.38E-56,-0.026558855,-44.52938352,0,0,0,0,0,0,-0.039119366,-0.250409547,0.020862222,0.0625,-0.027450966,0,1,1,0.2,0,0,0,0,
175.4197637,,,,2000,0,-0.047851563,-0.956445313,-0.030965003,0.020814209,9.25E-58,-0.026188339,-41.60320284,0,0,0,0,0,0,-0.039564048,-0.250292266,0.020814209,0.0625,-0.02722102,0,1,1,0.1,0,0,0,0,
176.0207417,,,,2000,0,-0.047363281,-0.956640625,-0.030971141,0.020480209,2.37E-59,-0.028057641,-43.07140227,0,0,0,0,0,0,-0.03940265,-0.250172638,0.020480209,0.0625,-0.027294011,0,1,1,0.05,0,0,0,0,
176.6142835,,,,2000,0,-0.047558594,-0.956640625,-0.030936083,0.020558345,5.39E-61,-0.028300187,-43.20975284,0,0,0,0,0,0,-0.039429127,-0.249960529,0.020558345,0.0625,-0.027445053,0,1,1,0,0,0,0,0,
177.1367842,,,,2000,0,-0.047070313,-0.957519531,-0.030896788,0.020828465,1.79E-62,-0.028485073,-42.75900114,0,0,0,0,0,0,-0.039828819,-0.250092808,0.020828465,0.0625,-0.027615673,0,1,1,0.05,0,0,0,0,
